id,customer_id,customer_name,amount,payment_method,error_code,error_category,retry_count,created_at,customer_tenure_days,language_pref
txn_00245,cust_7943,Myra,712.98,upi,restricted_card,hard_decline,0,2026-08-08T07:49:00,145,hi-en
txn_00246,cust_5631,Aditya,15412.76,card,network_drop,transient,0,2026-08-09T21:22:00,1413,en
txn_00247,cust_1930,Reyansh,3561.74,upi,insufficient_funds,soft_decline,1,2026-08-13T03:30:00,30,hi-en
txn_00248,cust_4111,Sneha,19425.66,card,do_not_honor,soft_decline,1,2026-08-02T04:17:00,163,hi-en
txn_00249,cust_2599,Vihaan,2902.47,card,velocity_limit,soft_decline,1,2026-08-05T11:55:00,1712,hi-en
txn_00250,cust_6428,Arjun,4649.59,card,invalid_cvv,user_error,1,2026-08-08T08:42:00,823,en
txn_00251,cust_5888,Pooja,17687.93,card,network_drop,transient,3,2026-08-10T01:26:00,272,hi-en
txn_00252,cust_6134,Kabir,2370.34,upi,insufficient_funds,soft_decline,0,2026-08-08T22:39:00,27,en
txn_00253,cust_8029,Anika,1674.25,netbanking,insufficient_funds,soft_decline,2,2026-08-11T03:30:00,76,en
txn_00254,cust_6641,Reyansh,2492.03,card,insufficient_funds,soft_decline,2,2026-08-07T00:53:00,402,en
txn_00255,cust_9031,Priya,1261.08,card,network_drop,transient,1,2026-08-04T10:04:00,336,en
txn_00256,cust_1612,Rohan,9568.37,card,account_closed,hard_decline,2,2026-08-04T04:15:00,42,hi-en
txn_00257,cust_3024,Anika,659.82,card,invalid_cvv,user_error,1,2026-08-11T11:39:00,0,en
txn_00258,cust_2718,Arjun,11022.33,card,insufficient_funds,soft_decline,0,2026-08-04T11:54:00,169,hi-en
txn_00259,cust_9980,Vivaan,2990.46,card,gateway_timeout,transient,2,2026-08-05T00:35:00,214,en
txn_00260,cust_2659,Ishaan,396.54,netbanking,account_closed,hard_decline,1,2026-08-13T00:27:00,671,hi-en
txn_00261,cust_2898,Arjun,978.56,card,network_drop,transient,2,2026-08-08T11:46:00,1103,hi-en
txn_00262,cust_6615,Rohan,3652.76,card,insufficient_funds,soft_decline,2,2026-08-03T11:45:00,915,en
txn_00263,cust_2699,Kabir,2542.48,card,restricted_card,hard_decline,0,2026-08-02T17:01:00,25,en
txn_00264,cust_8220,Arjun,1724.86,card,expired_card,hard_decline,0,2026-08-03T22:40:00,1355,en
txn_00265,cust_5072,Arjun,20350.57,card,gateway_timeout,transient,2,2026-08-03T13:00:00,204,hi-en
txn_00266,cust_2226,Kabir,22841.24,upi,velocity_limit,soft_decline,0,2026-08-12T15:47:00,1401,en
txn_00267,cust_2442,Neha,3027.21,upi,gateway_timeout,transient,1,2026-08-14T09:57:00,71,en
txn_00268,cust_4389,Pooja,3612.84,upi,insufficient_funds,soft_decline,0,2026-08-08T07:21:00,552,en
txn_00269,cust_2868,Neha,4265.54,card,gateway_timeout,transient,1,2026-08-09T15:24:00,1334,hi-en
txn_00270,cust_7704,Ananya,20998.25,card,insufficient_funds,soft_decline,1,2026-08-12T13:55:00,459,hi-en
txn_00271,cust_8381,Diya,936.19,card,insufficient_funds,soft_decline,2,2026-08-14T18:34:00,461,en
txn_00272,cust_3845,Sneha,19724.28,upi,network_drop,transient,3,2026-08-05T09:46:00,1355,en
txn_00273,cust_8419,Vihaan,4529.9,upi,gateway_timeout,transient,1,2026-08-09T04:14:00,158,en
txn_00274,cust_5760,Rahul,21861.49,upi,do_not_honor,soft_decline,2,2026-08-06T03:31:00,314,hi-en
txn_00275,cust_7839,Sneha,8556.25,upi,insufficient_funds,soft_decline,1,2026-08-12T07:20:00,90,hi-en
txn_00276,cust_5695,Kabir,888.73,upi,do_not_honor,soft_decline,0,2026-08-07T10:48:00,4,en
txn_00277,cust_7371,Aditya,1815.8,card,insufficient_funds,soft_decline,2,2026-08-06T11:30:00,1749,hi-en
txn_00278,cust_8259,Sara,3657.31,upi,expired_card,hard_decline,0,2026-08-07T02:15:00,25,hi-en
txn_00279,cust_3847,Kabir,15932.3,upi,invalid_cvv,user_error,0,2026-08-03T01:40:00,130,en
txn_00280,cust_1833,Rahul,2056.69,upi,insufficient_funds,soft_decline,0,2026-08-08T17:11:00,14,hi-en
txn_00281,cust_9276,Ishaan,370.04,card,expired_card,hard_decline,1,2026-08-13T05:19:00,816,en
txn_00282,cust_2879,Aarav,4532.7,upi,gateway_timeout,transient,0,2026-08-14T03:33:00,347,en
txn_00283,cust_9468,Aarav,24177.94,upi,card_stolen_lost,hard_decline,1,2026-08-07T19:27:00,89,en
txn_00284,cust_1120,Aditya,500.0,upi,expired_card,hard_decline,0,2026-08-13T14:48:00,708,en
txn_00285,cust_1389,Ananya,290.86,card,do_not_honor,soft_decline,1,2026-08-03T00:23:00,1690,en
txn_00286,cust_6183,Arjun,16161.68,card,insufficient_funds,soft_decline,2,2026-08-10T13:52:00,163,hi-en
txn_00287,cust_5937,Vihaan,20119.21,upi,do_not_honor,soft_decline,0,2026-08-03T18:57:00,1098,en
txn_00288,cust_3360,Vihaan,442.27,card,account_closed,hard_decline,0,2026-08-13T19:02:00,1997,hi-en
txn_00289,cust_7456,Rahul,879.43,card,restricted_card,hard_decline,0,2026-08-14T09:46:00,17,hi-en
txn_00290,cust_5140,Rahul,4613.28,card,gateway_timeout,transient,3,2026-08-06T09:34:00,27,en
txn_00291,cust_4234,Diya,23647.4,upi,expired_card,hard_decline,0,2026-08-07T01:54:00,961,en
txn_00292,cust_3496,Sneha,7000.9,upi,gateway_timeout,transient,0,2026-08-08T07:56:00,193,en
txn_00293,cust_8863,Priya,484.48,card,gateway_timeout,transient,2,2026-08-04T10:20:00,932,en
txn_00294,cust_1305,Ishaan,1702.9,upi,gateway_timeout,transient,2,2026-08-03T02:45:00,306,hi-en
txn_00295,cust_7430,Rohan,620.01,card,expired_card,hard_decline,0,2026-08-04T18:10:00,1332,hi-en
txn_00296,cust_8310,Ananya,2858.34,card,invalid_cvv,user_error,0,2026-08-13T01:47:00,1623,en
txn_00297,cust_1701,Reyansh,1584.65,upi,do_not_honor,soft_decline,0,2026-08-09T18:45:00,24,en
txn_00298,cust_9918,Myra,448.28,upi,expired_card,hard_decline,2,2026-08-07T14:21:00,1807,en
txn_00299,cust_8898,Karan,4592.01,upi,gateway_timeout,transient,0,2026-08-09T05:26:00,145,en
txn_00300,cust_7793,Reyansh,1919.73,upi,card_stolen_lost,hard_decline,0,2026-08-04T01:37:00,111,hi-en
txn_00301,cust_1642,Pooja,1842.61,upi,network_drop,transient,0,2026-08-04T10:34:00,96,en
txn_00302,cust_8891,Karan,13109.13,card,insufficient_funds,soft_decline,1,2026-08-15T04:14:00,176,hi-en
txn_00303,cust_7196,Reyansh,8637.68,card,do_not_honor,soft_decline,1,2026-08-02T22:35:00,206,en
txn_00304,cust_2925,Pooja,872.63,card,insufficient_funds,soft_decline,1,2026-08-13T11:13:00,274,hi-en
txn_00305,cust_4759,Arjun,23754.7,netbanking,card_stolen_lost,hard_decline,0,2026-08-13T10:21:00,1124,en
txn_00306,cust_5641,Ishaan,23157.18,upi,invalid_cvv,user_error,1,2026-08-06T15:58:00,99,en
txn_00307,cust_6935,Arjun,5142.28,card,insufficient_funds,soft_decline,0,2026-08-08T13:31:00,223,en
txn_00308,cust_8904,Aditya,16293.4,card,do_not_honor,soft_decline,0,2026-08-13T22:31:00,234,en
txn_00309,cust_4513,Diya,3310.03,card,network_drop,transient,2,2026-08-05T01:21:00,91,hi-en
txn_00310,cust_2444,Arjun,3737.57,card,expired_card,hard_decline,2,2026-08-15T00:48:00,77,en
txn_00311,cust_8192,Karan,24688.96,card,insufficient_funds,soft_decline,1,2026-08-05T08:43:00,483,hi-en
txn_00312,cust_1004,Reyansh,20679.19,netbanking,account_closed,hard_decline,0,2026-08-09T13:27:00,713,en
txn_00313,cust_6703,Sneha,458.49,card,insufficient_funds,soft_decline,1,2026-08-14T02:21:00,66,hi-en
txn_00314,cust_6570,Vihaan,965.75,netbanking,insufficient_funds,soft_decline,0,2026-08-12T19:47:00,290,hi-en
txn_00315,cust_8548,Neha,16497.88,upi,restricted_card,hard_decline,0,2026-08-09T02:30:00,1356,hi-en
txn_00316,cust_1159,Aditya,331.04,upi,network_drop,transient,1,2026-08-13T03:04:00,1210,en
txn_00317,cust_3994,Myra,11839.86,netbanking,gateway_timeout,transient,3,2026-08-14T10:19:00,191,hi-en
txn_00318,cust_2285,Diya,1798.47,upi,card_stolen_lost,hard_decline,0,2026-08-03T19:15:00,158,hi-en
txn_00319,cust_9374,Kabir,3165.35,card,do_not_honor,soft_decline,0,2026-08-12T13:02:00,1542,en
txn_00320,cust_9490,Diya,14566.4,card,do_not_honor,soft_decline,0,2026-08-11T18:41:00,1771,hi-en
txn_00321,cust_6621,Rahul,11508.72,card,insufficient_funds,soft_decline,2,2026-08-12T02:25:00,311,en
txn_00322,cust_4863,Myra,2488.87,upi,insufficient_funds,soft_decline,1,2026-08-03T15:32:00,1545,hi-en
txn_00323,cust_5915,Karan,819.03,card,insufficient_funds,soft_decline,0,2026-08-08T13:25:00,99,hi-en
txn_00324,cust_6903,Rohan,1653.2,upi,insufficient_funds,soft_decline,1,2026-08-07T06:52:00,1287,hi-en
txn_00325,cust_6326,Rohan,22347.37,upi,insufficient_funds,soft_decline,0,2026-08-07T20:26:00,363,en
txn_00326,cust_7631,Arjun,10730.47,upi,invalid_cvv,user_error,3,2026-08-09T01:15:00,1677,en
txn_00327,cust_9535,Sneha,2267.2,netbanking,insufficient_funds,soft_decline,1,2026-08-09T15:20:00,1277,en
txn_00328,cust_8752,Ishaan,18240.45,card,insufficient_funds,soft_decline,2,2026-08-03T13:11:00,138,en
txn_00329,cust_3071,Neha,787.5,card,gateway_timeout,transient,0,2026-08-07T20:11:00,230,hi-en
txn_00330,cust_3900,Aditya,4440.61,upi,insufficient_funds,soft_decline,1,2026-08-04T10:47:00,307,en
txn_00331,cust_6044,Neha,17795.73,card,invalid_cvv,user_error,0,2026-08-03T09:54:00,277,en
txn_00332,cust_1149,Vihaan,4260.7,upi,gateway_timeout,transient,0,2026-08-12T05:32:00,1774,hi-en
txn_00333,cust_4614,Anika,8771.42,card,do_not_honor,soft_decline,1,2026-08-10T05:50:00,1830,en
txn_00334,cust_3238,Kabir,21151.5,card,insufficient_funds,soft_decline,0,2026-08-02T22:23:00,303,hi-en
txn_00335,cust_3048,Myra,343.92,upi,do_not_honor,soft_decline,0,2026-08-07T19:04:00,746,hi-en
txn_00336,cust_2314,Priya,2973.82,upi,insufficient_funds,soft_decline,2,2026-08-02T02:19:00,1315,hi-en
txn_00337,cust_8257,Anika,797.09,card,insufficient_funds,soft_decline,2,2026-08-07T00:57:00,8,hi-en
txn_00338,cust_9534,Aditya,760.79,card,insufficient_funds,soft_decline,1,2026-08-02T08:02:00,21,en
txn_00339,cust_2960,Sneha,423.38,card,gateway_timeout,transient,0,2026-08-07T15:47:00,13,en
txn_00340,cust_1979,Vivaan,621.97,card,restricted_card,hard_decline,0,2026-08-09T01:49:00,158,en
txn_00341,cust_6868,Anika,11334.79,upi,do_not_honor,soft_decline,2,2026-08-01T20:39:00,1264,en
txn_00342,cust_3627,Myra,3235.54,card,insufficient_funds,soft_decline,0,2026-08-12T00:48:00,309,en
txn_00343,cust_4912,Rahul,5014.4,card,gateway_timeout,transient,1,2026-08-09T15:50:00,125,en
txn_00344,cust_9572,Diya,18664.48,upi,restricted_card,hard_decline,0,2026-08-03T21:19:00,196,en
txn_00345,cust_5193,Rahul,259.77,card,account_closed,hard_decline,0,2026-08-13T08:10:00,1161,en
txn_00346,cust_1955,Rohan,110.78,upi,invalid_cvv,user_error,1,2026-08-10T20:09:00,62,en
txn_00347,cust_5075,Pooja,23892.07,upi,insufficient_funds,soft_decline,0,2026-08-05T18:28:00,149,hi-en
txn_00348,cust_7579,Aditya,20325.67,card,do_not_honor,soft_decline,0,2026-08-05T11:31:00,14,hi-en
txn_00349,cust_4943,Priya,23049.7,upi,do_not_honor,soft_decline,3,2026-08-11T04:09:00,1210,en
txn_00350,cust_5945,Ananya,2016.1,card,invalid_cvv,user_error,3,2026-08-13T03:41:00,48,hi-en
txn_00351,cust_1618,Diya,4085.32,card,insufficient_funds,soft_decline,3,2026-08-04T21:29:00,1534,en
txn_00352,cust_3832,Karan,1999.18,card,insufficient_funds,soft_decline,0,2026-08-08T18:19:00,811,hi-en
txn_00353,cust_8115,Rohan,836.56,card,invalid_cvv,user_error,2,2026-08-08T23:37:00,526,hi-en
txn_00354,cust_9846,Priya,303.05,upi,expired_card,hard_decline,0,2026-08-02T07:29:00,226,en
txn_00355,cust_3425,Anika,3693.87,card,velocity_limit,soft_decline,2,2026-08-07T23:15:00,289,en
txn_00356,cust_8993,Sara,6701.58,card,do_not_honor,soft_decline,1,2026-08-14T02:27:00,22,en
txn_00357,cust_6984,Arjun,3096.47,card,do_not_honor,soft_decline,2,2026-08-10T18:52:00,10,en
txn_00358,cust_4271,Reyansh,24753.04,upi,do_not_honor,soft_decline,2,2026-08-02T09:30:00,25,en
txn_00359,cust_8373,Vihaan,9860.97,card,invalid_cvv,user_error,3,2026-08-03T21:46:00,178,en
txn_00360,cust_9631,Anika,20007.1,card,invalid_cvv,user_error,1,2026-08-01T19:02:00,1789,en
txn_00361,cust_1312,Diya,6061.7,card,gateway_timeout,transient,3,2026-08-09T13:43:00,229,hi-en
txn_00362,cust_1352,Neha,3033.65,card,gateway_timeout,transient,1,2026-08-12T18:25:00,19,hi-en
txn_00363,cust_2015,Myra,5367.44,upi,gateway_timeout,transient,0,2026-08-12T18:45:00,849,hi-en
txn_00364,cust_4726,Pooja,1117.83,card,card_stolen_lost,hard_decline,0,2026-08-10T01:44:00,10,en
txn_00365,cust_6062,Ananya,380.14,upi,network_drop,transient,0,2026-08-05T23:29:00,1474,hi-en
txn_00366,cust_4016,Diya,20401.0,card,card_stolen_lost,hard_decline,1,2026-08-13T12:04:00,29,hi-en
txn_00367,cust_3155,Diya,4519.65,card,invalid_cvv,user_error,0,2026-08-05T15:38:00,357,hi-en
txn_00368,cust_9230,Ananya,339.18,upi,do_not_honor,soft_decline,0,2026-08-12T05:17:00,528,en
txn_00369,cust_4646,Arjun,264.58,upi,velocity_limit,soft_decline,0,2026-08-07T12:22:00,1931,hi-en
txn_00370,cust_7232,Rahul,24712.55,upi,invalid_cvv,user_error,1,2026-08-02T07:50:00,265,en
txn_00371,cust_9498,Reyansh,17827.88,card,account_closed,hard_decline,1,2026-08-02T08:09:00,86,hi-en
txn_00372,cust_7921,Kabir,447.66,card,insufficient_funds,soft_decline,0,2026-08-11T20:57:00,1950,hi-en
txn_00373,cust_7440,Ananya,912.31,card,velocity_limit,soft_decline,2,2026-08-13T19:24:00,123,en
txn_00374,cust_2870,Ishaan,3849.82,upi,insufficient_funds,soft_decline,0,2026-08-04T04:28:00,1823,hi-en
txn_00375,cust_3459,Priya,24503.83,card,insufficient_funds,soft_decline,3,2026-08-05T06:19:00,12,en
txn_00376,cust_5146,Rahul,2231.94,card,invalid_cvv,user_error,0,2026-08-01T10:55:00,635,en
txn_00377,cust_1107,Rahul,825.71,card,network_drop,transient,1,2026-08-15T01:20:00,263,en
txn_00378,cust_5889,Rahul,600.79,card,do_not_honor,soft_decline,0,2026-08-14T12:42:00,663,en
txn_00379,cust_6901,Sneha,10687.61,netbanking,insufficient_funds,soft_decline,1,2026-08-11T17:40:00,324,en
txn_00380,cust_9635,Priya,2515.38,card,gateway_timeout,transient,2,2026-08-07T14:52:00,2,en
txn_00381,cust_6185,Arjun,24587.0,card,insufficient_funds,soft_decline,3,2026-08-07T21:50:00,1980,en
txn_00382,cust_1025,Sara,14927.94,card,do_not_honor,soft_decline,1,2026-08-07T23:38:00,123,en
txn_00383,cust_4296,Aarav,1829.12,upi,expired_card,hard_decline,0,2026-08-06T04:57:00,1513,en
txn_00384,cust_4178,Kabir,369.26,card,insufficient_funds,soft_decline,1,2026-08-02T00:54:00,233,en
txn_00385,cust_9537,Vivaan,4188.22,card,velocity_limit,soft_decline,0,2026-08-10T19:04:00,305,hi-en
txn_00386,cust_3719,Aditya,1832.84,upi,gateway_timeout,transient,0,2026-08-09T21:55:00,174,en
txn_00387,cust_8404,Rohan,4005.41,upi,do_not_honor,soft_decline,2,2026-08-06T18:47:00,242,en
txn_00388,cust_4116,Ananya,256.51,card,do_not_honor,soft_decline,3,2026-08-12T18:05:00,417,en
txn_00389,cust_8526,Vivaan,378.32,card,expired_card,hard_decline,1,2026-08-06T01:03:00,1751,hi-en
txn_00390,cust_6114,Aarav,378.88,upi,insufficient_funds,soft_decline,0,2026-08-08T11:39:00,54,en
txn_00391,cust_2677,Pooja,20455.74,card,insufficient_funds,soft_decline,0,2026-08-14T02:37:00,4,en
txn_00392,cust_1475,Ananya,226.4,card,gateway_timeout,transient,0,2026-08-02T12:42:00,344,hi-en
txn_00393,cust_9740,Sara,8579.66,card,insufficient_funds,soft_decline,2,2026-08-08T22:29:00,259,hi-en
txn_00394,cust_4796,Karan,21047.01,netbanking,invalid_cvv,user_error,1,2026-08-11T23:10:00,189,en
txn_00395,cust_2849,Karan,8667.06,card,card_stolen_lost,hard_decline,0,2026-08-02T20:41:00,197,en
txn_00396,cust_9728,Vihaan,790.15,card,insufficient_funds,soft_decline,1,2026-08-02T23:44:00,85,en
txn_00397,cust_6606,Sneha,318.32,card,insufficient_funds,soft_decline,0,2026-08-11T06:45:00,1248,en
txn_00398,cust_6046,Kabir,4722.52,netbanking,velocity_limit,soft_decline,0,2026-08-11T12:08:00,268,en
txn_00399,cust_3403,Aarav,4084.6,upi,insufficient_funds,soft_decline,1,2026-08-14T14:10:00,811,en
txn_00400,cust_1133,Ishaan,2788.19,upi,gateway_timeout,transient,0,2026-08-09T05:00:00,1256,en
txn_00401,cust_8073,Reyansh,866.25,upi,expired_card,hard_decline,0,2026-08-02T02:01:00,590,en
txn_00402,cust_3527,Arjun,15902.38,card,gateway_timeout,transient,0,2026-08-09T13:45:00,127,hi-en
txn_00403,cust_7974,Neha,3592.91,upi,insufficient_funds,soft_decline,1,2026-08-10T20:06:00,74,en
txn_00404,cust_7731,Myra,2538.47,netbanking,network_drop,transient,1,2026-08-12T19:00:00,286,en
txn_00405,cust_8617,Myra,12371.57,card,insufficient_funds,soft_decline,1,2026-08-13T08:29:00,656,en
txn_00406,cust_6628,Vivaan,18274.74,card,do_not_honor,soft_decline,0,2026-08-15T07:48:00,307,en
txn_00407,cust_5267,Vihaan,3295.29,card,network_drop,transient,3,2026-08-14T23:23:00,25,en
txn_00408,cust_3171,Myra,21177.92,upi,insufficient_funds,soft_decline,0,2026-08-07T16:44:00,73,en
txn_00409,cust_3962,Karan,23202.63,upi,insufficient_funds,soft_decline,0,2026-08-06T17:59:00,220,hi-en
txn_00410,cust_4454,Kabir,174.96,upi,gateway_timeout,transient,2,2026-08-11T09:23:00,242,hi-en
txn_00411,cust_7222,Reyansh,4277.3,upi,insufficient_funds,soft_decline,0,2026-08-13T11:49:00,1894,en
txn_00412,cust_6797,Aditya,2738.5,netbanking,insufficient_funds,soft_decline,0,2026-08-03T14:10:00,1764,en
txn_00413,cust_4193,Sneha,871.52,card,card_stolen_lost,hard_decline,0,2026-08-06T21:03:00,1310,hi-en
txn_00414,cust_5641,Reyansh,380.94,card,risk_block,compliance_block,0,2026-08-09T08:58:00,578,en
txn_00415,cust_3128,Rahul,150.19,card,do_not_honor,soft_decline,3,2026-08-03T08:10:00,1816,hi-en
txn_00416,cust_6298,Arjun,821.88,card,velocity_limit,soft_decline,0,2026-08-07T15:56:00,69,hi-en
txn_00417,cust_7432,Rahul,2553.97,card,insufficient_funds,soft_decline,3,2026-08-05T22:35:00,8,en
txn_00418,cust_1307,Neha,1873.33,upi,insufficient_funds,soft_decline,2,2026-08-07T01:51:00,3,en
txn_00419,cust_8144,Karan,10328.73,card,velocity_limit,soft_decline,0,2026-08-12T12:58:00,325,hi-en
txn_00420,cust_5961,Priya,12688.48,card,expired_card,hard_decline,1,2026-08-09T13:01:00,93,hi-en
txn_00421,cust_7294,Vivaan,180.6,upi,restricted_card,hard_decline,1,2026-08-13T23:49:00,179,en
txn_00422,cust_9015,Reyansh,14730.07,card,gateway_timeout,transient,1,2026-08-14T20:49:00,6,hi-en
txn_00423,cust_4468,Diya,548.72,upi,velocity_limit,soft_decline,0,2026-08-10T14:27:00,1979,hi-en
txn_00424,cust_1750,Karan,7979.07,card,network_drop,transient,0,2026-08-01T19:24:00,2,hi-en
txn_00425,cust_9145,Diya,668.4,upi,insufficient_funds,soft_decline,1,2026-08-03T19:04:00,496,hi-en
txn_00426,cust_4493,Priya,21717.92,upi,insufficient_funds,soft_decline,1,2026-08-04T12:00:00,92,en
txn_00427,cust_2637,Ananya,13303.09,upi,gateway_timeout,transient,0,2026-08-02T07:13:00,864,hi-en
txn_00428,cust_3079,Karan,240.98,card,gateway_timeout,transient,0,2026-08-10T20:18:00,1581,hi-en
txn_00429,cust_7861,Rohan,469.83,card,do_not_honor,soft_decline,1,2026-08-08T05:29:00,1619,en
txn_00430,cust_2846,Sara,12238.03,upi,insufficient_funds,soft_decline,1,2026-08-02T13:58:00,351,hi-en
txn_00431,cust_8424,Rahul,525.97,card,restricted_card,hard_decline,0,2026-08-08T23:34:00,176,hi-en
txn_00432,cust_6336,Sara,257.3,card,account_closed,hard_decline,0,2026-08-10T21:51:00,258,en
txn_00433,cust_8454,Sara,312.41,card,insufficient_funds,soft_decline,0,2026-08-04T16:09:00,477,en
txn_00434,cust_8513,Neha,2434.0,card,network_drop,transient,0,2026-08-03T21:40:00,322,hi-en
txn_00435,cust_4546,Karan,20891.31,upi,insufficient_funds,soft_decline,3,2026-08-13T05:57:00,18,hi-en
txn_00436,cust_1724,Arjun,3943.98,card,insufficient_funds,soft_decline,1,2026-08-01T11:46:00,671,en
txn_00437,cust_4571,Arjun,14585.39,card,invalid_cvv,user_error,2,2026-08-01T15:47:00,14,en
txn_00438,cust_7641,Ananya,11096.73,card,velocity_limit,soft_decline,1,2026-08-11T22:16:00,415,hi-en
txn_00439,cust_9887,Rahul,1005.45,upi,do_not_honor,soft_decline,2,2026-08-07T12:20:00,302,en
txn_00440,cust_1669,Neha,23644.87,card,velocity_limit,soft_decline,3,2026-08-09T16:39:00,21,en
txn_00441,cust_4693,Sara,3836.64,card,do_not_honor,soft_decline,0,2026-08-14T13:49:00,1345,hi-en
txn_00442,cust_8405,Vihaan,1217.79,upi,network_drop,transient,1,2026-08-13T12:00:00,1328,hi-en
txn_00443,cust_3699,Diya,4762.56,card,account_closed,hard_decline,0,2026-08-03T03:01:00,956,hi-en
txn_00444,cust_1351,Neha,3082.23,card,network_drop,transient,1,2026-08-10T22:26:00,308,en
txn_00445,cust_9986,Pooja,4788.85,card,expired_card,hard_decline,0,2026-08-14T21:03:00,361,en
txn_00446,cust_3634,Kabir,1686.78,upi,insufficient_funds,soft_decline,0,2026-08-11T17:59:00,55,en
txn_00447,cust_7056,Myra,854.4,card,restricted_card,hard_decline,0,2026-08-11T09:47:00,52,en
txn_00448,cust_3381,Karan,12458.3,netbanking,insufficient_funds,soft_decline,3,2026-08-10T13:56:00,614,hi-en
txn_00449,cust_8243,Ananya,15148.18,card,insufficient_funds,soft_decline,2,2026-08-14T10:19:00,1910,en
txn_00450,cust_4197,Vivaan,135.07,upi,network_drop,transient,1,2026-08-08T19:14:00,143,en
txn_00451,cust_9381,Priya,1090.17,netbanking,account_closed,hard_decline,0,2026-08-12T12:51:00,75,hi-en
txn_00452,cust_4533,Ishaan,4414.36,upi,gateway_timeout,transient,0,2026-08-14T03:23:00,996,en
txn_00453,cust_5968,Sara,2154.25,card,risk_block,compliance_block,1,2026-08-04T15:26:00,102,hi-en
txn_00454,cust_3243,Sneha,158.5,card,risk_block,compliance_block,0,2026-08-11T21:22:00,20,hi-en
txn_00455,cust_5303,Ananya,11039.86,card,gateway_timeout,transient,0,2026-08-01T10:20:00,17,hi-en
txn_00456,cust_2093,Karan,210.76,upi,do_not_honor,soft_decline,1,2026-08-07T16:23:00,22,en
txn_00457,cust_1958,Kabir,18718.26,card,network_drop,transient,2,2026-08-07T06:44:00,293,en
txn_00458,cust_4175,Pooja,12223.27,upi,velocity_limit,soft_decline,3,2026-08-03T02:57:00,55,en
txn_00459,cust_1211,Ananya,22448.86,card,insufficient_funds,soft_decline,2,2026-08-09T09:02:00,216,en
txn_00460,cust_9717,Pooja,469.8,upi,invalid_cvv,user_error,0,2026-08-15T08:00:00,1994,hi-en
txn_00461,cust_9570,Neha,474.61,upi,expired_card,hard_decline,1,2026-08-04T12:55:00,1004,en
txn_00462,cust_2830,Arjun,9447.16,card,invalid_cvv,user_error,0,2026-08-03T03:55:00,188,hi-en
txn_00463,cust_2581,Aarav,20861.1,upi,invalid_cvv,user_error,1,2026-08-08T05:44:00,15,hi-en
txn_00464,cust_4962,Pooja,910.06,card,insufficient_funds,soft_decline,0,2026-08-05T00:41:00,173,en
txn_00465,cust_9260,Sara,3114.83,upi,expired_card,hard_decline,0,2026-08-03T14:53:00,374,en
txn_00466,cust_3025,Priya,3693.43,card,velocity_limit,soft_decline,3,2026-08-03T22:37:00,140,en
txn_00467,cust_4700,Neha,424.13,upi,network_drop,transient,0,2026-08-08T11:23:00,228,en
txn_00468,cust_7494,Diya,1278.37,card,expired_card,hard_decline,1,2026-08-12T13:30:00,392,hi-en
txn_00469,cust_4281,Priya,228.03,upi,insufficient_funds,soft_decline,2,2026-08-05T21:43:00,117,hi-en
txn_00470,cust_8795,Rohan,10570.37,upi,insufficient_funds,soft_decline,2,2026-08-10T11:34:00,1914,hi-en
txn_00471,cust_1865,Diya,559.27,upi,risk_block,compliance_block,0,2026-08-02T01:13:00,1652,en
txn_00472,cust_4308,Neha,3417.73,card,insufficient_funds,soft_decline,1,2026-08-12T13:48:00,1719,en
txn_00473,cust_8250,Anika,587.19,card,network_drop,transient,3,2026-08-08T12:47:00,251,en
txn_00474,cust_9837,Karan,2211.88,upi,do_not_honor,soft_decline,1,2026-08-14T07:40:00,1364,en
txn_00475,cust_3100,Vivaan,2565.15,upi,expired_card,hard_decline,0,2026-08-14T19:28:00,11,en
txn_00476,cust_4844,Reyansh,123.21,upi,invalid_cvv,user_error,1,2026-08-06T22:22:00,11,en
txn_00477,cust_7900,Pooja,157.95,card,card_stolen_lost,hard_decline,0,2026-08-14T07:13:00,1713,hi-en
txn_00478,cust_9237,Karan,12806.02,upi,do_not_honor,soft_decline,0,2026-08-09T00:28:00,1780,hi-en
txn_00479,cust_5871,Vivaan,9035.17,netbanking,insufficient_funds,soft_decline,2,2026-08-07T09:48:00,69,en
txn_00480,cust_4436,Arjun,767.6,card,insufficient_funds,soft_decline,1,2026-08-12T04:33:00,1526,en
txn_00481,cust_1304,Kabir,2199.34,upi,expired_card,hard_decline,0,2026-08-13T20:02:00,159,en
txn_00482,cust_1981,Sneha,3642.56,card,insufficient_funds,soft_decline,0,2026-08-11T05:52:00,1624,en
txn_00483,cust_5702,Myra,3740.54,upi,insufficient_funds,soft_decline,1,2026-08-10T18:14:00,63,en
txn_00484,cust_1606,Arjun,464.28,card,do_not_honor,soft_decline,2,2026-08-11T07:11:00,268,en
txn_00485,cust_5882,Priya,16014.12,upi,insufficient_funds,soft_decline,2,2026-08-03T06:50:00,30,hi-en
txn_00486,cust_9605,Pooja,6806.13,card,gateway_timeout,transient,2,2026-08-04T02:53:00,1535,hi-en
txn_00487,cust_4507,Kabir,11585.72,netbanking,insufficient_funds,soft_decline,2,2026-08-03T19:20:00,151,en
txn_00488,cust_6947,Ananya,629.53,card,insufficient_funds,soft_decline,0,2026-08-07T16:40:00,274,en
txn_00489,cust_7302,Myra,5696.19,card,gateway_timeout,transient,1,2026-08-06T19:53:00,1780,hi-en
